title,type,country,release_year,rating,genres,platform
Chhota Bheem and the Incan Adventure,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem and The ShiNobi Secret,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem Aur Hanuman,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem aur Krishna,Movie,India,2009,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem aur Krishna vs Zimbara,Movie,,2013,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem in African Safari,Movie,,2015,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem Ka Roosi Romanch,Movie,,2019,TV-Y,['Children & Family Movies'],Netflix
Chhota Bheem: Bheem vs Aliens,Movie,,2010,TV-Y7,"['Children & Family Movies', 'Sports Movies']",Netflix
Chhota Bheem: Dholakpur to Kathmandu,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Dus Pe Dus,Movie,,2014,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Journey to Petra,Movie,,2011,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: Master of Shaolin,Movie,,2011,TV-Y7,['Children & Family Movies'],Netflix
Chhota Bheem: The Rise of Kirmada,Movie,,2012,TV-Y7,['Children & Family Movies'],Netflix
Chicago Med,TV Show,United States,2019,TV-14,['TV Dramas'],Netflix
Cousins,Movie,New Zealand,2021,TV-MA,['Dramas'],Netflix
Wannabe Courageous,Movie,,2019,TV-14,"['Comedies', 'International Movies']",Netflix
Words Bubble Up Like Soda Pop,Movie,,2021,TV-G,"['Anime Features', 'Children & Family Movies', 'International Movies']",Netflix
Sanitation Day,Movie,Nigeria,2020,TV-14,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Sexy Beasts,TV Show,,2021,TV-14,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
Too Hot to Handle: Brazil,TV Show,,2021,TV-MA,"['International TV Shows', 'Reality TV', 'Romantic TV Shows']",Netflix
Trollhunters: Rise of the Titans,Movie,,2021,TV-Y7,['Children & Family Movies'],Netflix
Milkwater,Movie,United States,2020,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Okupas,TV Show,Argentina,2020,TV-MA,"['Classic & Cult TV', 'Crime TV Shows', 'International TV Shows']",Netflix
Touch Your Heart,TV Show,,2019,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']",Netflix
The Tambour of Retribution,Movie,Saudi Arabia,2021,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Cosmic Sin,Movie,United States,2021,R,['Action & Adventure'],Netflix
2 Weeks in Lagos,Movie,,2020,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Deep,Movie,Thailand,2021,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Explained,TV Show,United States,2021,TV-MA,"['Docuseries', 'Science & Nature TV']",Netflix
Fear Street Part 3: 1666,Movie,,2021,R,"['Horror Movies', 'LGBTQ Movies']",Netflix
Johnny Test,TV Show,"United States, Canada",2021,TV-Y7,"[""Kids' TV"", 'TV Comedies']",Netflix
La ley de Herodes,Movie,,1999,R,"['Comedies', 'International Movies']",Netflix
Naomi Osaka,TV Show,,2021,TV-14,['Docuseries'],Netflix
The Beguiled,Movie,United States,2017,R,"['Dramas', 'Independent Movies', 'Thrillers']",Netflix
The Book of Henry,Movie,United States,2017,PG-13,['Dramas'],Netflix
The Twilight Saga: Breaking Dawn: Part 1,Movie,United States,2011,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: Breaking Dawn: Part 2,Movie,United States,2012,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: Eclipse,Movie,United States,2010,PG-13,"['Dramas', 'Romantic Movies']",Netflix
The Twilight Saga: New Moon,Movie,United States,2009,PG-13,"['Dramas', 'Romantic Movies']",Netflix
Twilight,Movie,United States,2008,PG-13,"['Action & Adventure', 'Dramas', 'Romantic Movies']",Netflix
A Perfect Fit,Movie,Indonesia,2021,TV-PG,"['Comedies', 'Dramas', 'International Movies']",Netflix
BEASTARS,TV Show,Japan,2021,TV-MA,"['Anime Series', 'International TV Shows']",Netflix
Cheech & Chong's Still Smokin,Movie,,1983,TV-MA,"['Comedies', 'Cult Movies']",Netflix
Emicida: AmarElo - Live in São Paulo,Movie,,2021,TV-MA,"['Documentaries', 'International Movies', 'Music & Musicals']",Netflix
Her Private Life,TV Show,South Korea,2019,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Lift Like a Girl,Movie,"Egypt, Denmark, Germany",2021,TV-PG,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
My Amanda,Movie,,2021,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Never Have I Ever,TV Show,United States,2021,TV-14,"['TV Comedies', 'TV Dramas', 'Teen TV Shows']",Netflix
Surf's Up,Movie,"United States, Canada",2007,PG,"['Children & Family Movies', 'Comedies', 'Sports Movies']",Netflix
