title,type,country,release_year,rating,genres,platform
Domino,Movie,"Denmark, France, Belgium, Italy, Netherlands, United States, United Kingdom",2019,R,"['International Movies', 'Thrillers']",Netflix
Don Quixote: The Ingenious Gentleman of La Mancha,Movie,United States,2015,TV-14,"['Comedies', 'Independent Movies']",Netflix
Don Verdean,Movie,United States,2015,PG-13,['Comedies'],Netflix
Don't Be Afraid of the Dark,Movie,"United States, Australia, Mexico",2010,R,['Horror Movies'],Netflix
Don't Crack Under Pressure,Movie,France,2015,TV-MA,"['Action & Adventure', 'Documentaries', 'International Movies']",Netflix
Don't Crack Under Pressure II,Movie,France,2016,TV-MA,"['Action & Adventure', 'Documentaries', 'International Movies']",Netflix
Don't Crack Under Pressure III,Movie,France,2017,TV-14,"['Action & Adventure', 'Documentaries', 'International Movies']",Netflix
Don't Knock Twice,Movie,United Kingdom,2016,R,"['Horror Movies', 'International Movies']",Netflix
Don't Look Down,Movie,United Kingdom,2016,TV-MA,"['Documentaries', 'International Movies']",Netflix
Don't Think Twice,Movie,United States,2016,R,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Donnie Brasco,Movie,United States,1997,R,"['Dramas', 'Thrillers']",Netflix
Doom,Movie,"United Kingdom, Czech Republic, Germany, United States",2005,R,"['Action & Adventure', 'Horror Movies', 'Sci-Fi & Fantasy']",Netflix
Doomsday Preppers,TV Show,United States,2013,TV-14,"['Reality TV', 'Science & Nature TV']",Netflix
Doubles Cause Troubles,Movie,Hong Kong,1989,TV-14,"['Action & Adventure', 'Comedies', 'International Movies']",Netflix
Doubt,Movie,United States,2008,PG-13,"['Dramas', 'Faith & Spirituality']",Netflix
Down The Fence,Movie,United States,2017,TV-PG,['Documentaries'],Netflix
Dr. Seuss' The Cat in the Hat,Movie,United States,2003,PG,"['Children & Family Movies', 'Comedies']",Netflix
Dr. Seuss' The Grinch,Movie,"France, China, Japan, United States",2018,PG,"['Children & Family Movies', 'Comedies']",Netflix
Dragonheart,Movie,United States,1996,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Dragonheart 3: The Sorcerer,Movie,United States,2015,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Dragonheart: A New Beginning,Movie,United States,2000,PG,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Dragonheart: Battle for the Heartfire,Movie,United States,2017,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Dragonkala Ka Rahasya,Movie,,2018,TV-Y,['Children & Family Movies'],Netflix
Dramaworld,TV Show,"United States, South Korea, China",2016,TV-14,"['Romantic TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Dream Big: Engineering Our World,Movie,United States,2017,TV-G,['Documentaries'],Netflix
Dream Boat,Movie,Germany,2017,TV-MA,"['Documentaries', 'International Movies', 'LGBTQ Movies']",Netflix
Dries,Movie,"Germany, Belgium",2017,TV-PG,"['Documentaries', 'International Movies']",Netflix
Driven to Dance,Movie,United States,2018,TV-PG,['Dramas'],Netflix
"Drugs, Inc.",TV Show,United States,2015,TV-MA,"['Crime TV Shows', 'Docuseries']",Netflix
Dueños del paraíso,TV Show,"United States, Chile",2015,TV-14,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
Dukhtar,Movie,"Pakistan, Norway, United States",2014,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Dum,Movie,India,2003,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Dumb and Dumberer: When Harry Met Lloyd,Movie,United States,2003,PG-13,['Comedies'],Netflix
E-Cigarettes: Miracle or Menace?,Movie,United Kingdom,2016,TV-14,['Documentaries'],Netflix
Earth to Echo,Movie,United States,2014,PG,"['Children & Family Movies', 'Sci-Fi & Fantasy']",Netflix
Earth to Luna!,TV Show,Brazil,2014,TV-Y,"[""Kids' TV""]",Netflix
Earth's Natural Wonders,TV Show,United Kingdom,2015,TV-PG,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",Netflix
Earth's Natural Wonders: Life at the Extremes,TV Show,,2018,TV-14,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",Netflix
East Side Sushi,Movie,United States,2015,PG,['Dramas'],Netflix
Easy A,Movie,United States,2010,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Easy Fortune Happy Life,TV Show,Taiwan,2009,TV-MA,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Eat Pray Love,Movie,United States,2010,PG-13,"['Dramas', 'Romantic Movies']",Netflix
Eddie Murphy: Delirious,Movie,United States,1983,TV-MA,['Stand-Up Comedy'],Netflix
Eeda,Movie,India,2018,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Eh Janam Tumhare Lekhe,Movie,India,2015,TV-14,"['Dramas', 'International Movies']",Netflix
Ek Cup Chya,Movie,India,2009,TV-PG,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Ek Hasina Thi,Movie,India,2004,TV-MA,"['Dramas', 'International Movies', 'Thrillers']",Netflix
El último testigo,Movie,"United States, Canada, Belgium, United Kingdom",2012,R,['Action & Adventure'],Netflix
El Barco,TV Show,Spain,2013,NR,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",Netflix
El Cartel,TV Show,Colombia,2008,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
El Cartel 2,TV Show,Colombia,2010,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
El Chavo,TV Show,Mexico,1979,TV-PG,"['Classic & Cult TV', ""Kids' TV"", 'Spanish-Language TV Shows']",Netflix
El Che,Movie,Venezuela,2017,TV-14,"['Documentaries', 'International Movies']",Netflix
El Clon,TV Show,United States,2010,TV-14,"['Romantic TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
El fin de ETA,Movie,Spain,2017,TV-14,"['Documentaries', 'International Movies']",Netflix
El Vato,TV Show,United States,2017,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",Netflix
El Viaje: Márama y Rombai,Movie,,2016,TV-PG,"['Children & Family Movies', 'Documentaries', 'International Movies']",Netflix
Elephants Dream 4 Hour,Movie,Netherlands,2006,TV-MA,"['International Movies', 'Sci-Fi & Fantasy']",Netflix
Elizabeth at 90: A Family Tribute,Movie,United Kingdom,2016,TV-G,['Documentaries'],Netflix
Elizabeth Harvest,Movie,United States,2019,R,"['Dramas', 'Sci-Fi & Fantasy']",Netflix
Elles étaient en guerre (1914-1918),Movie,France,2014,TV-14,"['Documentaries', 'International Movies']",Netflix
Elles étaient en guerre 1939-1945,Movie,,2015,TV-MA,"['Documentaries', 'International Movies']",Netflix
Elles ont toutes une histoire,Movie,,2016,TV-PG,"['Documentaries', 'International Movies']",Netflix
Elstree 1976,Movie,United Kingdom,2015,TV-PG,['Documentaries'],Netflix
Emelie,Movie,United States,2016,TV-MA,"['Horror Movies', 'Thrillers']",Netflix
Emma' (Mother),Movie,Indonesia,2016,TV-PG,"['Dramas', 'International Movies']",Netflix
Emo the Musical,Movie,Australia,2016,TV-MA,"['Dramas', 'International Movies', 'Music & Musicals']",Netflix
Emogenius,TV Show,United States,2017,TV-PG,['Reality TV'],Netflix
Empire of Scents,Movie,"Canada, France, Italy, Morocco, United States",2014,TV-14,"['Documentaries', 'International Movies']",Netflix
Employee of the Month,Movie,United States,2006,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Encerrados,TV Show,,2018,TV-MA,"['International TV Shows', 'Spanish-Language TV Shows', 'TV Comedies']",Netflix
Encounter: The Killing,Movie,India,2002,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Encounters with Evil,TV Show,United Kingdom,2016,TV-14,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
End of Watch,Movie,United States,2012,R,['Action & Adventure'],Netflix
Enemigo íntimo,TV Show,,2018,TV-MA,"['Crime TV Shows', 'Spanish-Language TV Shows', 'TV Dramas']",Netflix
Enemy,Movie,"Canada, Spain, France",2013,R,"['Independent Movies', 'Thrillers']",Netflix
Enlighten Us,Movie,United States,2016,TV-14,['Documentaries'],Netflix
Entanglement,Movie,Canada,2018,TV-MA,"['Dramas', 'Independent Movies', 'Romantic Movies']",Netflix
Enter the Dragon,Movie,"Hong Kong, United States",1973,R,"['Action & Adventure', 'Classic Movies']",Netflix
Equals,Movie,"United States, Indonesia",2015,PG-13,"['Dramas', 'Romantic Movies', 'Sci-Fi & Fantasy']",Netflix
Equilibrium,Movie,United States,2002,R,"['Action & Adventure', 'Dramas', 'Sci-Fi & Fantasy']",Netflix
"Escape from the ""Liberty"" Cinema",Movie,Poland,1990,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Esperando La Carroza,Movie,Argentina,1985,NR,"['Comedies', 'Cult Movies', 'International Movies']",Netflix
Estar o no estar,Movie,Mexico,2016,TV-14,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Ethirmarai,Movie,India,2018,TV-14,"['International Movies', 'Music & Musicals', 'Thrillers']",Netflix
Euphoria,Movie,Italy,2018,R,"['Dramas', 'International Movies', 'LGBTQ Movies']",Netflix
Eurovision Song Contest,TV Show,,2019,TV-PG,['International TV Shows'],Netflix
Evan Almighty,Movie,United States,2007,PG,"['Children & Family Movies', 'Comedies', 'Faith & Spirituality']",Netflix
Event Horizon,Movie,"United Kingdom, United States",1997,R,"['Horror Movies', 'Sci-Fi & Fantasy']",Netflix
Every Time I Die,Movie,United States,2019,TV-MA,"['Dramas', 'Independent Movies', 'Thrillers']",Netflix
Everybody Knows,Movie,"Spain, France, Italy",2019,R,"['Dramas', 'International Movies', 'Thrillers']",Netflix
Everyday Miracles,TV Show,United Kingdom,2014,TV-PG,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Evolution,Movie,United States,2001,PG-13,"['Comedies', 'Sci-Fi & Fantasy']",Netflix
Ex Machina,Movie,United Kingdom,2015,R,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Ex-Boyfriend,TV Show,China,2011,TV-14,"['International TV Shows', 'Romantic TV Shows', 'TV Comedies']",Netflix
Exclusive Edition,TV Show,,2008,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Executive Decision,Movie,United States,1996,R,['Action & Adventure'],Netflix
Exit Afghanistan,Movie,Norway,2013,TV-MA,"['Documentaries', 'International Movies']",Netflix
Exit Strategy,Movie,United States,2012,NR,"['Comedies', 'Romantic Movies']",Netflix
Exit Wounds,Movie,United States,2001,R,['Action & Adventure'],Netflix
Expo,Movie,United States,2019,TV-14,"['Action & Adventure', 'Dramas', 'Independent Movies']",Netflix
Extras,TV Show,"United Kingdom, United States",2006,TV-MA,"['British TV Shows', 'TV Comedies']",Netflix
Eyyvah Eyyvah,Movie,Turkey,2010,TV-MA,"['Comedies', 'International Movies']",Netflix
Eyyvah Eyyvah 2,Movie,Turkey,2011,TV-PG,"['Comedies', 'International Movies', 'Romantic Movies']",Netflix
Eyyvah Eyyvah 3,Movie,Turkey,2014,TV-PG,"['Comedies', 'International Movies']",Netflix
Ezel,TV Show,Turkey,2009,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
F the Prom,Movie,United States,2017,TV-MA,"['Comedies', 'Romantic Movies']",Netflix
Face 2 Face,Movie,United States,2017,TV-MA,"['Dramas', 'Independent Movies']",Netflix
Fairy Tail,TV Show,Japan,2009,TV-MA,"['Anime Series', 'International TV Shows']",Netflix
Fake or Fortune?,TV Show,United Kingdom,2015,TV-G,"['British TV Shows', 'Crime TV Shows', 'Docuseries']",Netflix
Fakta Ladh Mhana,Movie,India,2011,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Fall Girls,Movie,United States,2019,TV-14,['Comedies'],Netflix
Fallen,Movie,United States,1998,R,['Thrillers'],Netflix
Familiye,Movie,Germany,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Famous in Ahmedabad,Movie,India,2015,TV-14,"['Documentaries', 'International Movies']",Netflix
Fanatic,Movie,United States,2019,TV-14,['Thrillers'],Netflix
Fandry,Movie,India,2014,NR,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Farce,Movie,Egypt,2017,TV-MA,"['Comedies', 'International Movies']",Netflix
Fatal Destiny,TV Show,,2016,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",Netflix
Father Brown,TV Show,United Kingdom,2017,TV-14,"['British TV Shows', 'Crime TV Shows', 'TV Dramas']",Netflix
Fear and Loathing in Las Vegas,Movie,United States,1998,R,"['Comedies', 'Cult Movies', 'Dramas']",Netflix
Fear Files... Har Mod Pe Darr,TV Show,India,2015,TV-MA,"['International TV Shows', 'TV Horror', 'TV Thrillers']",Netflix
Feel Rich,Movie,United States,2017,TV-MA,['Documentaries'],Netflix
Fiddler on the Roof,Movie,United States,1971,G,"['Classic Movies', 'Dramas', 'Music & Musicals']",Netflix
Fifty,Movie,Nigeria,2015,NR,"['Dramas', 'International Movies']",Netflix
Figaro Pho,Movie,United Kingdom,2008,TV-Y7,"['Children & Family Movies', 'Comedies']",Netflix
Figures of Speech,Movie,United States,2016,TV-PG,['Documentaries'],Netflix
Filinta,TV Show,Turkey,2015,TV-14,"['Crime TV Shows', 'International TV Shows', 'TV Action & Adventure']",Netflix
Filmworker,Movie,United States,2017,TV-MA,['Documentaries'],Netflix
Filosofi Kopi The Movie,Movie,Indonesia,2015,TV-PG,"['Dramas', 'International Movies']",Netflix
Final Destination,Movie,United States,2000,R,"['Cult Movies', 'Horror Movies', 'Thrillers']",Netflix
Final Destination 2,Movie,"United States, Canada",2003,R,"['Horror Movies', 'Thrillers']",Netflix
Final Destination 3,Movie,"United States, Germany",2006,R,['Horror Movies'],Netflix
Fire at Sea,Movie,"Italy, France",2016,TV-14,"['Documentaries', 'International Movies']",Netflix
Fireflies,Movie,India,2013,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
First Impression,Movie,United States,2018,TV-14,"['Comedies', 'Romantic Movies']",Netflix
First Kill,Movie,"United Kingdom, Canada, United States",2017,R,['Action & Adventure'],Netflix
FirstBorn,Movie,United Kingdom,2016,TV-MA,"['Horror Movies', 'International Movies']",Netflix
Fishpeople,Movie,,2017,TV-14,"['Documentaries', 'Sports Movies']",Netflix
Fishtail,Movie,United States,2015,NR,['Documentaries'],Netflix
Fit for Fashion,TV Show,,2015,TV-14,"['International TV Shows', 'Reality TV']",Netflix
Fittest in Dubai,Movie,United Arab Emirates,2019,TV-14,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
Five Elements Ninjas,Movie,Hong Kong,1982,R,"['Action & Adventure', 'International Movies']",Netflix
Fix It and Finish It,TV Show,United States,2014,TV-G,['Reality TV'],Netflix
Flash of Genius,Movie,"Canada, United States",2008,PG-13,['Dramas'],Netflix
Flimflam,Movie,Egypt,2016,TV-14,"['Comedies', 'International Movies']",Netflix
Flock of Four,Movie,United States,2018,TV-MA,"['Dramas', 'Independent Movies', 'Music & Musicals']",Netflix
Flowering Heart,TV Show,South Korea,2016,TV-Y7,"[""Kids' TV"", 'Korean TV Shows']",Netflix
Flying Guillotine 2,Movie,Hong Kong,1978,TV-MA,"['Action & Adventure', 'International Movies']",Netflix
Follow Me,Movie,"United Arab Emirates, United States, United Kingdom",2017,TV-MA,"['Documentaries', 'International Movies']",Netflix
Food: Delicious Science,TV Show,,2017,TV-PG,"['Docuseries', 'Science & Nature TV']",Netflix
Footprints in the Sand,TV Show,United States,2011,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Footprints: The Path of Your Life,Movie,Spain,2015,PG,"['Documentaries', 'Faith & Spirituality', 'International Movies']",Netflix
For Colored Girls,Movie,United States,2010,R,['Dramas'],Netflix
For Grace,Movie,United States,2015,TV-PG,['Documentaries'],Netflix
For Greater Glory,Movie,Mexico,2012,R,"['Dramas', 'International Movies']",Netflix
For Love or Money,Movie,United Kingdom,2019,TV-MA,['Comedies'],Netflix
For the Birds,Movie,United States,2018,TV-MA,['Documentaries'],Netflix
For the Love of Benji,Movie,United States,1977,G,['Children & Family Movies'],Netflix
For the Win,TV Show,United States,2017,TV-14,['Reality TV'],Netflix
Forbidden Games: The Justin Fashanu Story,Movie,United Kingdom,2017,TV-14,"['Documentaries', 'International Movies', 'LGBTQ Movies']",Netflix
Forbidden Planet,Movie,United States,1956,G,"['Action & Adventure', 'Classic Movies', 'Sci-Fi & Fantasy']",Netflix
Forces of Nature,TV Show,United Kingdom,2016,TV-PG,"['British TV Shows', 'Docuseries', 'Science & Nature TV']",Netflix
Forever Chape,Movie,Brazil,2018,TV-MA,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
Forever Pure,Movie,"United Kingdom, Israel, Russia",2016,TV-MA,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
Forget Me Not,TV Show,United Kingdom,2011,TV-MA,"['International TV Shows', 'TV Dramas']",Netflix
Forks Over Knives,Movie,United States,2011,PG,['Documentaries'],Netflix
Four Christmases,Movie,"Germany, United States",2008,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Four Seasons in Havana,TV Show,"Spain, Cuba",2016,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']",Netflix
Four Weddings and a Funeral,Movie,United Kingdom,1994,R,"['Classic Movies', 'Comedies', 'International Movies']",Netflix
Fracture,Movie,"United States, Germany",2007,R,"['Dramas', 'Thrillers']",Netflix
Frances Ha,Movie,"United States, Brazil",2012,R,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Frasier,TV Show,United States,2003,TV-PG,"['Classic & Cult TV', 'TV Comedies']",Netflix
Freak Show,Movie,United States,2018,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Fred Claus,Movie,United States,2007,PG,"['Children & Family Movies', 'Comedies']",Netflix
Free Willy,Movie,"United States, France, Mexico",1993,PG,"['Children & Family Movies', 'Dramas']",Netflix
Freeway: Crack in the System,Movie,"United States, Nicaragua",2015,R,['Documentaries'],Netflix
Freezer's Campaign,Movie,Egypt,2016,TV-MA,"['Comedies', 'International Movies']",Netflix
French Dirty,Movie,United States,2015,TV-MA,"['Dramas', 'Independent Movies']",Netflix
Freshman Year,Movie,United States,2019,TV-PG,"['Dramas', 'Faith & Spirituality']",Netflix
Friday Night Tykes,TV Show,United States,2017,TV-PG,"['Docuseries', 'Reality TV']",Netflix
Friday the 13th,Movie,United States,2009,R,['Horror Movies'],Netflix
Friend Request,Movie,Germany,2016,R,"['Horror Movies', 'International Movies']",Netflix
Friends,TV Show,United States,2003,TV-14,"['Classic & Cult TV', 'TV Comedies']",Netflix
From Japan to Egypt,Movie,Egypt,2017,TV-14,"['Children & Family Movies', 'Comedies', 'Dramas']",Netflix
From Paris with Love,Movie,"France, United Kingdom, United States",2010,R,"['Action & Adventure', 'International Movies']",Netflix
Froning: The Fittest Man in History,Movie,United States,2016,PG,"['Documentaries', 'International Movies', 'Sports Movies']",Netflix
Frozen Planet,TV Show,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011,TV-PG,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Frozen Planet: On Thin Ice,Movie,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011,TV-PG,['Movies'],Netflix
Frozen Planet: The Epic Journey,Movie,"United Kingdom, United States, Spain, Germany, Greece, Canada",2011,TV-PG,['Movies'],Netflix
Frozen River,Movie,United States,2008,R,"['Dramas', 'Independent Movies']",Netflix
Full Out,Movie,"Canada, United States",2015,TV-PG,"['Children & Family Movies', 'Dramas', 'Sports Movies']",Netflix
Functional Fitness,Movie,United States,2016,TV-MA,['Documentaries'],Netflix
Furie,Movie,Vietnam,2019,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Furthest Witness,Movie,"United States, United Kingdom",2017,TV-MA,"['Dramas', 'Thrillers']",Netflix
G-Force,Movie,United States,2009,PG,"['Children & Family Movies', 'Comedies']",Netflix
Gabriel and the Mountain,Movie,"Brazil, France",2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Gabru: Hip Hop Revolution,TV Show,India,2018,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
Gagarin: First in Space,Movie,Russia,2013,TV-14,"['Dramas', 'International Movies']",Netflix
Galavant,TV Show,United States,2016,TV-PG,"['TV Action & Adventure', 'TV Comedies']",Netflix
Galih dan Ratna,Movie,Indonesia,2017,TV-PG,"['Dramas', 'International Movies', 'Romantic Movies']",Netflix
Game Winning Hit,TV Show,Taiwan,2009,TV-MA,"['International TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Gangs of Hassepur,TV Show,India,2014,TV-PG,"['International TV Shows', 'Stand-Up Comedy & Talk Shows', 'TV Comedies']",Netflix
Gangs of New York,Movie,"United States, Italy",2002,R,['Dramas'],Netflix
Gargantia on the Verdurous Planet,TV Show,Japan,2013,,"['Anime Series', 'International TV Shows']",Netflix
Garuda Di Dadaku,Movie,Indonesia,2009,TV-PG,"['Children & Family Movies', 'Dramas', 'Sports Movies']",Netflix
Garuda in My Heart 2,Movie,Indonesia,2011,TV-PG,"['Children & Family Movies', 'Dramas', 'Sports Movies']",Netflix
Gehenna: Where Death Lives,Movie,"Japan, United States",2016,TV-MA,"['Horror Movies', 'Thrillers']",Netflix
Gelo,Movie,India,2016,TV-MA,"['Dramas', 'International Movies']",Netflix
Gemini,Movie,India,2018,TV-PG,['Dramas'],Netflix
Gender Revolution: A Journey with Katie Couric,Movie,United States,2017,TV-PG,"['Documentaries', 'LGBTQ Movies']",Netflix
Genius of the Ancient World,TV Show,United Kingdom,2015,TV-PG,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Genius of the Modern World,TV Show,United Kingdom,2016,TV-PG,"['British TV Shows', 'Docuseries', 'International TV Shows']",Netflix
Gentlemen and Gangsters,TV Show,Sweden,2016,TV-MA,"['Crime TV Shows', 'International TV Shows', 'Romantic TV Shows']",Netflix
George of the Jungle 2,Movie,"United States, Australia",2003,PG,"['Children & Family Movies', 'Comedies']",Netflix
Geronimo Stilton,TV Show,"Italy, Canada, France",2011,TV-Y,"[""Kids' TV"", 'TV Comedies']",Netflix
Get Him to the Greek,Movie,United States,2010,R,"['Comedies', 'Music & Musicals']",Netflix
Get Santa,Movie,"United Kingdom, United States",2014,PG,"['Children & Family Movies', 'Comedies']",Netflix
Get Shorty,TV Show,United States,2017,TV-MA,"['Crime TV Shows', 'TV Comedies', 'TV Dramas']",Netflix
Get Smart,Movie,United States,2008,PG-13,"['Action & Adventure', 'Comedies']",Netflix
Getting Played,Movie,United States,2005,PG-13,"['Comedies', 'Romantic Movies']",Netflix
Ghayal,Movie,India,1990,TV-14,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Ghost House,Movie,"Thailand, United States",2017,TV-MA,['Horror Movies'],Netflix
Ghost Pain,Movie,Japan,2013,TV-MA,"['Action & Adventure', 'Anime Features', 'International Movies']",Netflix
Ghost Rider,Movie,"United States, Australia",2007,PG-13,"['Action & Adventure', 'Sci-Fi & Fantasy']",Netflix
Ghost Tears,Movie,Japan,2014,TV-MA,"['Action & Adventure', 'Anime Features', 'International Movies']",Netflix
Ghost Town Gold,TV Show,United States,2012,TV-14,['Reality TV'],Netflix
Ghost Whispers,Movie,Japan,2013,TV-14,"['Action & Adventure', 'Anime Features', 'International Movies']",Netflix
Ghulam-E-Musthafa,Movie,India,1997,TV-MA,"['Action & Adventure', 'Dramas', 'International Movies']",Netflix
Gie,Movie,Indonesia,2005,TV-14,"['Dramas', 'International Movies']",Netflix
Gigi,Movie,United States,1958,G,"['Classic Movies', 'Comedies', 'Music & Musicals']",Netflix
Ginger & Rosa,Movie,"United Kingdom, Denmark, Canada, Croatia",2012,PG-13,"['Dramas', 'Independent Movies']",Netflix
"Girl, Boy, Bakla, Tomboy",Movie,Philippines,2013,TV-14,"['Comedies', 'International Movies']",Netflix
GLOW: The Story of the Gorgeous Ladies of Wrestling,Movie,United States,2012,NR,"['Documentaries', 'Sports Movies']",Netflix
Glowing Embers,TV Show,,2010,TV-14,"['International TV Shows', 'TV Dramas']",Netflix
God Bless the Broken Road,Movie,United States,2018,PG,"['Children & Family Movies', 'Dramas', 'Faith & Spirituality']",Netflix
God Knows Where I Am,Movie,United States,2016,TV-PG,['Documentaries'],Netflix
God of War,Movie,"China, Hong Kong",2017,NR,"['Action & Adventure', 'International Movies']",Netflix
God's Not Dead,Movie,United States,2014,PG,"['Dramas', 'Faith & Spirituality']",Netflix
God's Not Dead: A Light in Darkness,Movie,United States,2018,PG,"['Dramas', 'Faith & Spirituality']",Netflix
God's Own Country,Movie,United Kingdom,2017,TV-MA,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Gol Maal,Movie,India,1979,TV-PG,"['Classic Movies', 'Comedies', 'International Movies']",Netflix
Golden Time,Movie,Japan,2013,TV-Y,"['International Movies', 'Sci-Fi & Fantasy']",Netflix
GoldenEye,Movie,"United Kingdom, United States",1995,PG-13,['Action & Adventure'],Netflix
Goldie,Movie,United States,2019,TV-MA,['Dramas'],Netflix
Goldie & Bear,TV Show,United States,2017,TV-Y,"[""Kids' TV""]",Netflix
Goldstone,Movie,Australia,2016,R,['Thrillers'],Netflix
Golmaal: Fun Unlimited,Movie,India,2006,TV-14,"['Comedies', 'International Movies']",Netflix
Gomorrah,TV Show,"Italy, Germany",2016,TV-MA,"['Crime TV Shows', 'International TV Shows', 'TV Dramas']",Netflix
Gone are the Days,Movie,United States,2018,R,['Independent Movies'],Netflix
Gonul,TV Show,Turkey,2015,TV-14,"['International TV Shows', 'TV Dramas', 'TV Thrillers']",Netflix
Good Kids,Movie,United States,2016,R,"['Comedies', 'Independent Movies']",Netflix
Good Kill,Movie,United States,2014,R,['Dramas'],Netflix
Good Kisser,Movie,United States,2019,TV-MA,"['Comedies', 'Dramas', 'Independent Movies']",Netflix
Good Luck,Movie,Egypt,2012,TV-MA,"['Dramas', 'International Movies']",Netflix
"Good Night, and Good Luck",Movie,"United States, France, United Kingdom, Japan",2005,PG,['Dramas'],Netflix
Good People,Movie,"United States, United Kingdom, Denmark, Sweden",2014,R,"['Action & Adventure', 'Thrillers']",Netflix
GoodFellas,Movie,United States,1990,R,"['Classic Movies', 'Dramas']",Netflix
Gook,Movie,United States,2017,TV-MA,"['Dramas', 'Independent Movies']",Netflix
Goon,Movie,"United States, Canada",2011,R,"['Comedies', 'Sports Movies']",Netflix
Goosebumps 2: Haunted Halloween,Movie,"United States, United Kingdom",2018,PG,"['Children & Family Movies', 'Comedies']",Netflix
Gosford Park,Movie,"United States, United Kingdom, Italy",2001,R,"['Comedies', 'Dramas', 'International Movies']",Netflix
Gossip Girl,TV Show,United States,2012,TV-14,"['TV Dramas', 'Teen TV Shows']",Netflix
Gothika,Movie,"United States, France, Canada, Spain",2003,R,"['Horror Movies', 'Thrillers']",Netflix
Gour Hari Dastaan: The Freedom File,Movie,India,2015,TV-14,"['Dramas', 'Independent Movies', 'International Movies']",Netflix
Gran Torino,Movie,"Germany, United States",2008,R,['Dramas'],Netflix
Grand Designs,TV Show,United Kingdom,2017,TV-14,"['British TV Shows', 'International TV Shows', 'Reality TV']",Netflix
Grand Hotel,TV Show,Spain,2013,TV-PG,"['International TV Shows', 'Romantic TV Shows', 'Spanish-Language TV Shows']",Netflix
Grand Masti,Movie,India,2013,TV-MA,"['Comedies', 'International Movies', 'Music & Musicals']",Netflix
Grass,Movie,United States,2017,TV-MA,"['Comedies', 'Independent Movies']",Netflix
Grease,Movie,United States,1978,PG,"['Classic Movies', 'Comedies', 'Music & Musicals']",Netflix
